,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
12392,0,1,3,1,3,0,5,4590,1,56,0,1,1,231,22.0,2002.0,22,0,0,6,12,30066
12393,0,0,3,5,4,1,4,4544,1,53,0,0,0,92,16.0,,14,0,3,2,23,17133
12394,1,1,3,3,4,3,4,7158,0,51,0,0,1,201,23.0,2017.0,5,1,3,6,11,6143
12395,0,1,2,1,7,2,2,5151,0,23,0,0,1,241,55.0,,15,0,3,2,32,18133
12396,0,0,1,5,2,0,4,4495,1,58,0,0,0,204,18.0,,25,0,2,6,28,29143
12397,0,0,2,4,5,1,2,4147,0,55,0,0,0,95,39.0,1999.0,24,1,4,5,25,31109
12398,0,1,3,3,5,0,4,3899,0,18,1,0,1,198,21.0,2000.0,25,1,1,6,26,32096
12399,0,1,2,2,8,0,2,5021,1,23,0,0,1,221,23.0,2020.0,6,1,0,1,19,8145
12400,0,0,1,5,7,1,4,4618,1,49,0,0,1,216,23.0,2012.0,15,0,3,4,29,17127
12401,0,0,1,5,7,0,3,4188,1,31,0,0,1,168,21.0,2002.0,31,0,3,5,23,37109
12402,0,2,1,0,8,0,3,5128,1,39,0,0,0,120,28.0,2022.0,0,0,5,0,3,5078
12403,0,1,1,3,0,0,3,8237,1,16,0,0,0,265,22.0,,23,0,4,5,26,29147
12404,0,0,2,5,7,0,2,4556,0,31,0,0,1,103,57.0,1998.0,24,1,1,4,29,31109
12405,0,2,2,0,5,1,2,4856,0,30,0,1,1,190,,2002.0,25,0,3,6,3,30062
12406,0,0,1,4,2,4,4,4641,1,16,0,0,0,237,19.0,,12,0,2,5,25,14140
12407,0,1,3,3,3,0,3,6408,0,54,0,0,1,179,,,11,1,4,5,26,14134
12408,0,2,2,0,3,3,2,5357,0,22,0,0,1,150,28.0,,5,0,3,3,21,6146
12409,0,1,2,1,0,2,2,5770,1,41,0,0,0,152,21.0,,22,0,2,6,32,25086
12410,0,1,3,3,8,0,2,6969,1,16,0,0,0,59,19.0,2004.0,33,0,4,6,11,43131
12411,0,0,1,4,0,0,2,4956,1,39,0,0,1,165,41.0,,5,0,4,3,14,7115
12412,0,1,1,1,8,1,4,5233,1,40,1,0,1,66,40.0,2017.0,5,0,4,6,18,7061
12413,0,1,3,3,8,2,2,5786,0,70,0,0,1,153,35.0,,10,1,3,6,26,12116
12414,0,0,1,5,6,0,2,4930,1,53,0,0,0,118,31.0,2011.0,16,0,0,1,28,22144
12415,0,1,3,1,7,0,3,4574,1,41,0,0,0,230,20.0,2002.0,28,1,0,2,12,37089
12416,0,2,1,5,0,1,3,4062,1,31,0,0,0,162,18.0,,9,0,0,4,9,12107
12417,0,0,3,5,4,4,5,7735,1,41,0,0,0,137,39.0,,18,1,0,6,23,23076
12418,0,0,1,5,4,2,3,5092,0,15,0,0,1,174,31.0,,15,0,3,2,23,17066
12419,0,2,2,5,7,0,3,5056,0,36,0,0,0,106,22.0,2009.0,23,0,3,2,2,29070
12420,0,1,1,1,3,0,4,4890,0,24,0,0,1,77,33.0,2014.0,11,0,0,6,1,16148
12421,0,0,1,4,5,0,3,5257,1,28,0,0,1,162,19.0,2008.0,24,1,0,2,25,34117
12422,0,2,2,5,4,1,2,3952,0,27,0,0,0,77,25.0,2009.0,17,0,4,6,9,23088
12423,0,2,1,5,1,0,3,4448,0,15,1,0,0,82,32.0,,5,0,2,3,9,5098
12424,0,0,1,4,3,2,3,5499,1,21,0,0,0,120,18.0,2003.0,27,0,2,6,14,33109
12425,0,1,3,2,2,0,4,5259,1,20,0,0,1,152,17.0,,6,1,3,1,19,7121
12426,0,0,1,5,2,2,2,5067,1,46,0,0,0,84,26.0,,12,0,1,3,23,15111
12427,0,0,3,5,2,1,6,6887,0,27,0,0,1,90,26.0,,4,0,4,2,29,5130
12428,0,1,3,3,6,1,4,3681,0,45,1,0,0,216,46.0,2013.0,17,0,3,3,26,20100
12429,0,1,1,2,8,0,3,4717,1,47,0,0,1,204,32.0,2009.0,15,0,0,4,27,20070
12430,0,0,2,4,8,0,3,4479,0,60,0,0,0,110,21.0,2016.0,10,1,1,1,25,15099
12431,0,0,2,4,5,0,2,4295,1,52,0,0,1,239,39.0,1998.0,24,1,1,5,25,31079
12432,0,0,1,4,1,0,2,5271,0,37,0,0,1,69,29.0,,17,0,0,6,14,22093
12433,0,0,3,4,6,2,3,4338,1,68,0,0,1,191,28.0,2010.0,20,0,3,4,5,23098
12434,0,1,3,2,1,0,2,3769,1,15,1,0,1,225,26.0,,13,0,0,5,19,19088
12435,0,1,3,3,8,0,4,5940,0,62,1,1,1,132,42.0,2013.0,19,0,0,4,11,27147
12436,0,0,3,5,1,0,4,4667,1,23,0,0,0,191,18.0,,14,0,4,3,6,18083
12437,0,0,2,4,4,0,2,3967,0,47,0,0,1,257,34.0,2020.0,5,0,0,3,25,6110
12438,0,2,2,5,8,1,3,4668,1,19,1,0,1,239,26.0,2008.0,23,1,1,2,2,31060
12439,0,2,3,5,0,0,4,5449,1,43,0,0,0,152,20.0,,17,0,3,2,8,21062
12440,0,0,1,5,5,3,3,6308,0,55,0,0,0,137,24.0,2000.0,25,1,1,3,28,32078
12441,0,0,1,4,8,0,5,4349,0,34,0,0,1,232,22.0,2013.0,11,0,0,2,17,14098
12442,0,1,2,2,1,3,2,5237,1,59,0,0,0,160,19.0,,27,1,1,4,19,35143
12443,0,1,1,2,4,2,3,6123,1,42,1,1,1,111,27.0,2018.0,7,0,3,1,27,9092
12444,0,0,2,4,6,0,2,7252,0,35,0,0,1,143,45.0,2008.0,16,0,2,2,14,20067
12445,1,1,1,1,6,1,2,4758,1,59,1,0,1,91,28.0,2016.0,7,0,3,6,18,8116
12446,0,1,2,3,3,0,3,4220,1,26,0,0,0,222,30.0,2018.0,11,1,1,6,26,16106
12447,0,1,1,3,0,3,3,5059,0,64,0,0,1,268,23.0,,18,0,0,6,26,23138
12448,0,0,3,5,8,0,3,6346,1,67,0,0,1,192,28.0,2000.0,36,0,4,5,23,49064
12449,0,1,0,3,8,0,5,4045,1,45,0,0,0,181,,,17,0,2,3,26,20123
12450,0,0,1,5,7,0,4,6174,1,58,0,0,1,237,26.0,2022.0,4,1,4,1,28,6080
12451,0,1,2,2,5,0,4,4747,0,37,0,0,1,269,28.0,2019.0,13,1,1,4,19,20150
12452,0,2,2,5,8,0,3,8466,1,18,0,0,1,246,26.0,2010.0,20,0,4,6,9,25131
12453,0,1,3,3,0,3,2,4448,0,62,0,0,1,79,36.0,,27,0,2,4,26,31107
12454,0,0,3,5,6,3,4,4275,0,26,0,0,1,106,24.0,,15,0,3,4,6,17093
12455,0,1,3,3,6,0,3,4396,1,28,0,0,1,251,34.0,2008.0,19,0,2,6,26,22148
12456,0,1,1,1,1,0,4,4680,1,18,0,0,0,196,17.0,,22,0,2,2,22,27138
12457,0,1,1,1,6,0,2,5388,1,38,0,0,0,256,,2017.0,6,0,2,1,22,7112
12458,0,2,3,5,0,1,3,4795,0,29,0,1,1,123,31.0,,17,0,0,2,9,21081
12459,0,1,3,3,1,0,3,4587,1,35,0,0,1,74,44.0,,10,0,2,6,26,12060
12460,0,1,1,2,6,0,2,4164,0,43,1,0,1,215,20.0,2001.0,25,1,1,4,19,32099
12461,0,1,3,3,7,0,5,3644,0,59,0,0,1,265,33.0,1998.0,31,0,2,3,26,38084
12462,1,1,1,3,4,1,5,4587,1,66,0,0,1,227,31.0,,22,0,4,2,26,28084
12463,0,1,2,1,5,0,3,5102,0,51,0,0,0,116,32.0,2003.0,29,1,3,2,32,38077
12464,0,1,1,3,3,3,4,5144,0,51,0,0,0,203,24.0,2018.0,6,1,1,4,26,9069
12465,0,1,3,1,7,1,5,4609,0,49,0,0,0,156,25.0,2012.0,17,1,3,4,12,21055
12466,0,1,2,3,4,1,2,8720,0,65,0,0,1,248,22.0,2000.0,27,0,2,4,26,32113
12467,0,1,1,3,2,0,2,4650,1,66,0,0,1,245,33.0,,0,0,5,0,26,4116
12468,1,0,3,4,7,2,4,4392,1,64,0,0,0,259,29.0,,27,0,4,3,14,34117
12469,0,1,2,3,7,1,5,3869,0,61,0,0,1,158,28.0,,4,0,4,2,26,5069
12470,0,1,2,1,8,0,2,4992,1,41,0,0,1,244,31.0,2017.0,9,0,0,6,32,13144
12471,0,2,1,0,1,0,2,7127,1,38,0,0,0,66,16.0,,39,0,0,6,16,52099
12472,0,1,2,1,2,0,3,5391,0,17,0,1,1,173,,,27,1,0,5,32,38069
12473,0,1,2,1,7,1,2,6419,0,69,0,0,1,200,21.0,1997.0,23,0,2,3,1,28106
12474,0,2,2,5,6,0,2,3908,1,28,0,0,0,67,27.0,2021.0,4,0,4,1,9,5110
12475,0,0,1,5,8,1,2,4333,1,39,0,0,1,254,25.0,1996.0,32,0,3,2,23,39082
12476,0,0,2,4,4,0,2,3620,1,65,0,0,1,90,28.0,2001.0,25,0,2,3,25,29056
12477,0,1,2,2,8,2,2,3206,1,27,0,0,0,58,,,11,1,4,1,19,14080
12478,0,1,3,3,7,0,4,5305,1,22,0,0,1,126,25.0,2006.0,15,0,3,6,26,18080
12479,0,0,1,5,4,0,4,3945,0,44,1,0,1,257,37.0,2022.0,8,1,4,3,6,11066
12480,0,0,1,5,5,4,3,4326,0,64,1,0,1,78,31.0,,24,0,2,6,28,27091
12481,0,2,1,5,5,0,4,5093,1,67,0,0,0,71,21.0,2004.0,23,1,0,4,13,30067
12482,0,0,3,5,8,0,4,7811,1,66,0,0,1,203,31.0,2003.0,25,0,2,4,23,29063
12483,0,0,1,5,4,0,3,5624,1,61,0,0,1,82,27.0,2006.0,15,0,4,3,4,20067
12484,0,1,1,1,8,1,4,4147,1,42,0,0,0,267,34.0,1997.0,18,1,2,2,12,22143
12485,0,1,3,2,8,0,6,3565,1,42,0,0,1,113,29.0,2014.0,11,1,2,3,19,14075
12486,0,1,3,2,8,0,4,4450,1,49,0,0,1,63,36.0,2005.0,37,1,1,2,27,53114
12487,0,0,1,5,8,2,3,5969,1,68,0,0,0,118,33.0,,0,0,5,0,29,3122
12488,0,0,1,5,3,3,3,5405,1,58,0,0,1,167,26.0,,5,0,4,6,29,6131
12489,0,1,3,2,3,0,4,4494,1,21,0,0,0,271,32.0,2000.0,27,0,3,6,27,32097
12490,0,2,1,5,0,0,3,3560,1,21,1,0,1,226,39.0,,25,0,1,4,9,32114
12491,1,2,1,5,2,0,2,4914,0,47,1,0,1,238,31.0,,25,0,2,3,13,32074
12492,0,0,1,5,0,0,2,5349,0,56,0,0,1,234,28.0,,7,0,4,2,28,8092
12493,1,0,2,4,5,2,1,4408,0,50,0,0,0,172,31.0,,16,0,2,4,25,18066
12494,0,1,2,2,7,0,4,2961,1,52,0,0,0,138,20.0,2022.0,5,1,2,1,19,7101
12495,0,1,2,2,0,0,2,4112,1,15,0,0,0,243,34.0,,18,0,2,5,19,22068
12496,0,0,1,5,4,2,3,4705,1,40,0,0,1,263,50.0,2013.0,13,0,4,5,23,17067
12497,0,1,3,3,3,0,4,4987,0,35,0,0,1,261,27.0,,18,0,3,6,11,21105
12498,0,1,3,3,8,0,4,4569,0,62,0,0,1,161,37.0,2011.0,20,0,2,6,11,25084
12499,0,0,1,5,7,1,2,5536,1,63,0,0,1,175,24.0,2017.0,5,0,2,2,28,6101
12500,0,2,3,0,3,1,3,6738,0,46,0,0,1,160,31.0,2018.0,8,0,3,3,30,10125
12501,0,2,2,5,4,1,2,4839,1,68,0,0,1,191,26.0,2017.0,13,0,0,5,2,18084
12502,1,1,2,1,1,0,2,6705,1,56,0,0,1,123,29.0,,16,0,1,2,32,21128
12503,0,0,1,4,6,1,3,4512,1,37,0,0,1,127,41.0,,14,0,3,4,24,16128
12504,0,1,3,3,0,2,2,4612,0,28,0,0,0,183,23.0,,19,0,1,2,11,23097
12505,0,1,1,2,1,0,3,5172,0,31,0,0,1,106,31.0,,16,0,3,4,27,21105
12506,0,0,1,5,8,1,3,5029,0,16,0,1,1,86,29.0,,15,1,1,2,28,19112
12507,0,0,3,5,6,0,3,4621,0,55,0,0,0,252,26.0,,12,1,4,6,6,15056
12508,0,1,2,3,8,1,2,4234,1,40,0,0,0,193,18.0,2014.0,12,0,2,4,26,14056
12509,0,1,3,3,7,0,2,6339,0,61,0,0,1,237,27.0,2002.0,33,0,4,2,11,43149
12510,0,1,1,1,7,0,2,4777,0,36,0,0,1,59,36.0,2006.0,24,0,0,5,12,33141
12511,0,0,1,5,3,1,2,4914,1,53,0,0,0,93,22.0,2013.0,12,0,0,6,6,17096
12512,0,2,1,0,1,0,2,5919,0,43,1,0,1,202,33.0,,31,0,4,6,30,41149
12513,0,1,2,3,3,1,3,5155,0,23,0,0,1,232,30.0,,23,1,1,5,26,30137
12514,0,1,2,1,8,0,3,2698,1,65,0,0,0,61,19.0,2002.0,22,0,2,6,22,28095
12515,1,0,1,4,7,0,2,4629,0,59,0,0,1,65,49.0,2018.0,6,1,0,1,17,8081
12516,0,0,1,5,5,0,4,6078,1,21,0,0,1,133,,2007.0,25,1,0,6,28,33098
12517,0,0,0,4,0,0,3,4419,0,37,0,0,0,63,20.0,,11,0,3,4,14,13083
12518,0,1,3,2,4,1,4,5891,1,64,0,0,1,217,41.0,1998.0,28,0,0,4,19,36133
12519,0,2,1,0,6,0,3,6590,0,67,0,0,0,227,26.0,2001.0,25,0,2,2,21,28061
12520,0,2,2,0,1,5,2,4531,1,47,0,0,1,86,32.0,,14,1,1,3,21,18060
12521,0,0,2,5,3,0,1,5198,0,41,0,0,0,233,39.0,2006.0,30,1,4,2,29,40068
12522,0,1,2,3,0,0,4,7349,0,23,0,0,0,218,23.0,,15,0,3,2,20,19108
12523,0,1,0,3,6,0,7,4055,0,47,0,0,1,60,20.0,2007.0,16,0,0,3,26,21138
12524,0,0,1,5,4,0,2,5954,1,45,0,0,0,142,20.0,2019.0,10,0,0,1,28,14072
12525,0,2,3,0,4,4,2,5002,0,28,0,0,1,115,26.0,2022.0,5,1,4,1,30,6111
12526,0,1,2,2,6,3,3,4262,1,36,0,0,0,151,16.0,,10,1,0,5,19,14080
12527,0,0,2,4,3,0,2,4793,0,44,0,0,1,181,30.0,2005.0,31,1,1,3,25,41068
12528,0,0,1,5,4,1,2,5234,0,45,0,0,0,146,26.0,2012.0,25,0,0,3,23,32099
12529,0,2,2,5,4,0,2,6432,0,16,0,0,1,260,40.0,2002.0,22,0,4,4,15,28078
12530,0,2,2,0,0,0,3,5174,1,55,0,0,1,155,24.0,,5,0,4,1,21,7107
12531,0,1,2,3,7,2,3,5207,1,66,0,0,1,226,31.0,,24,0,4,2,26,31080
12532,0,2,1,5,3,1,4,3819,1,27,0,0,1,255,39.0,2010.0,21,0,3,4,9,25077
12533,0,1,3,3,0,3,4,4243,1,43,0,0,0,61,19.0,,27,0,3,4,11,31139
12534,0,0,2,4,3,2,3,4541,0,53,0,0,1,86,25.0,,0,0,5,0,14,3137
12535,1,1,2,2,8,0,3,6104,1,62,0,0,1,209,27.0,2006.0,22,1,0,6,19,29103
12536,0,1,1,3,1,0,3,5303,1,22,0,0,0,87,22.0,,10,0,4,6,26,12097
12537,0,0,1,4,3,0,4,3558,1,61,0,0,1,231,26.0,2017.0,5,1,4,6,17,7130
12538,0,1,2,2,4,0,3,5678,0,37,0,0,0,180,22.0,2012.0,13,1,1,5,19,17099
12539,0,0,3,5,7,0,3,4808,0,32,0,0,0,109,26.0,2014.0,16,0,2,5,23,20088
12540,1,1,3,3,4,1,4,5278,0,68,0,0,1,221,24.0,2004.0,29,1,1,3,11,38114
12541,0,0,3,5,5,1,4,4486,0,44,0,0,0,161,33.0,2014.0,12,0,4,5,6,16132
12542,0,2,1,0,3,0,3,5035,1,19,0,0,1,177,24.0,2001.0,27,0,2,3,21,31074
12543,0,0,1,5,2,1,4,3520,1,43,0,0,0,218,29.0,,13,0,0,2,28,17086
12544,0,2,2,5,7,1,3,4963,1,58,0,0,0,141,27.0,2022.0,4,1,2,2,9,4139
12545,0,1,1,1,7,0,3,5113,1,21,0,0,0,173,20.0,2021.0,7,0,4,3,1,9063
12546,0,2,3,5,4,0,3,4941,0,33,0,0,1,242,47.0,2012.0,16,0,4,3,8,22074
12547,0,1,2,2,6,1,2,5342,1,51,0,0,1,225,26.0,,4,1,2,3,27,5130
12548,0,1,3,3,7,0,2,6327,1,56,0,0,0,60,20.0,2016.0,13,1,1,4,26,19106
12549,0,1,2,3,1,0,3,4101,1,34,0,0,1,59,31.0,,9,0,2,3,26,11060
12550,0,2,2,0,8,1,2,4477,0,49,1,0,1,262,24.0,,19,0,0,5,30,24072
12551,1,0,3,5,8,0,2,5346,1,34,0,0,1,78,42.0,2012.0,16,0,3,4,23,20141
12552,1,1,1,2,2,3,2,5023,0,29,0,0,0,242,41.0,,6,0,2,1,19,7108
12553,0,0,3,4,6,0,2,4296,1,21,0,0,0,212,13.0,2010.0,23,0,3,6,24,28074
12554,0,2,2,5,7,0,3,3842,0,45,0,0,1,211,38.0,2003.0,22,1,1,4,9,32138
12555,0,2,2,5,6,0,2,4874,1,25,0,0,0,132,24.0,2006.0,20,0,4,5,15,27084
12556,0,0,1,4,1,0,2,5270,1,41,0,0,1,114,28.0,,14,0,3,1,14,16073
12557,0,1,3,3,2,1,4,3822,0,61,0,0,1,106,31.0,,20,0,4,6,11,26140
12558,0,1,3,1,6,0,4,5029,0,66,0,0,1,104,30.0,2014.0,19,0,0,6,12,27130
12559,0,0,1,5,5,4,4,4206,0,20,0,0,1,155,31.0,2014.0,12,0,2,1,29,14132
12560,0,0,1,5,2,0,4,4798,0,56,0,0,0,203,31.0,,20,0,4,6,23,27124
12561,0,0,1,4,3,0,2,3746,1,40,0,0,1,146,30.0,2016.0,21,0,0,4,24,29140
12562,0,1,3,3,8,1,5,4445,0,53,0,0,0,191,28.0,,5,0,3,6,11,5064
12563,0,1,1,3,2,2,2,5471,1,59,0,0,1,224,25.0,,25,0,2,3,26,30070
12564,0,2,1,0,7,2,2,5309,0,34,0,0,0,235,27.0,,6,0,4,2,31,8094
12565,0,0,2,5,5,2,2,4948,1,44,0,0,0,249,18.0,,26,0,4,2,29,33081
12566,0,1,3,3,3,0,3,4411,0,60,0,0,0,173,21.0,1998.0,22,1,3,4,26,28085
12567,0,0,3,4,7,0,3,4300,1,70,0,0,1,180,27.0,,14,1,0,5,25,19081
12568,1,1,2,2,7,0,4,6048,0,15,1,0,1,131,32.0,2005.0,31,1,4,2,19,43075
12569,0,1,0,2,5,3,3,7289,0,61,0,0,0,132,20.0,,17,0,0,3,27,21124
12570,0,1,1,3,5,0,4,6593,1,67,0,0,1,63,26.0,1997.0,24,0,2,4,26,28112
12571,0,2,1,5,3,0,2,5121,0,26,0,0,1,222,39.0,2001.0,36,0,3,4,9,45092
12572,0,0,2,4,3,0,2,5070,1,49,0,0,1,155,26.0,2002.0,33,1,1,3,10,44147
12573,0,2,2,5,4,0,2,4394,0,50,0,0,0,147,23.0,2013.0,15,1,1,2,2,21087
12574,0,1,1,2,7,0,4,6690,1,25,0,0,1,170,33.0,2009.0,20,0,3,2,27,24093
12575,0,1,1,2,7,0,3,5824,0,18,0,0,1,271,23.0,2015.0,14,1,1,3,27,20096
12576,0,1,3,2,3,1,4,5449,1,26,0,0,0,81,48.0,2011.0,20,1,1,4,27,26066
12577,0,0,1,4,7,1,3,4572,0,42,0,0,1,179,28.0,1998.0,16,1,3,5,14,20059
12578,0,0,1,5,3,0,2,5975,1,62,0,0,1,203,36.0,2021.0,4,1,4,2,4,5139
12579,0,1,1,2,1,0,3,5704,0,23,0,0,1,265,32.0,,28,0,4,2,19,38073
12580,0,0,2,4,1,1,2,4935,0,36,0,0,1,193,22.0,,7,0,0,2,10,9063
12581,0,1,3,2,3,1,4,4796,0,49,0,0,1,80,35.0,2004.0,24,0,3,4,27,29108
12582,0,1,2,1,2,0,2,4997,1,15,0,0,1,137,26.0,,5,0,0,1,32,6098
12583,0,1,3,3,3,0,4,4656,0,18,0,0,1,131,24.0,1998.0,38,1,3,5,26,50100
12584,1,1,2,3,7,1,4,2996,1,64,0,0,0,193,27.0,,13,1,3,3,26,16065
12585,0,1,3,2,6,1,4,3218,1,38,0,0,0,269,24.0,2001.0,24,1,1,5,19,31134
12586,0,1,2,1,0,1,2,5566,1,39,0,0,0,241,37.0,,14,0,4,2,32,18091
12587,0,1,2,2,5,0,3,4932,1,47,0,0,0,119,18.0,2017.0,10,0,0,5,19,14133
12588,0,1,3,2,6,0,4,6405,0,62,0,0,1,65,30.0,1996.0,34,1,1,5,27,45134
12589,0,1,1,1,4,3,3,4894,1,28,0,0,1,157,23.0,,0,0,5,0,12,3078
12590,0,0,1,5,0,1,2,4457,0,42,1,1,1,268,27.0,,16,0,2,4,28,19091
12591,0,0,2,4,2,1,2,4657,0,49,0,0,1,107,25.0,,18,0,3,6,14,21071
12592,0,1,1,1,8,1,5,4351,1,58,0,0,1,263,29.0,,7,0,0,5,12,9104
12593,0,0,3,5,5,0,3,5071,1,66,0,0,1,170,20.0,2000.0,24,1,2,5,23,29105
12594,0,2,3,0,6,0,4,4851,1,27,0,0,0,134,19.0,2014.0,13,1,0,4,3,18073
12595,1,1,3,2,7,4,4,4540,1,53,0,0,0,119,47.0,2014.0,10,1,3,2,19,12130
12596,0,1,3,3,6,1,4,4399,0,38,0,0,1,75,20.0,,23,0,0,6,11,28089
12597,0,2,1,5,0,0,4,4740,1,18,0,0,0,205,21.0,,5,0,2,1,13,5141
12598,0,0,1,4,3,0,3,5121,0,25,1,0,1,110,43.0,2016.0,20,0,0,1,24,28120
12599,0,1,1,3,3,0,3,4588,0,44,0,0,0,239,21.0,2011.0,17,1,0,4,26,22129
12600,0,1,2,2,7,0,1,5011,0,27,0,0,1,98,34.0,2012.0,23,0,4,6,27,31146
12601,0,1,1,1,0,0,3,4802,0,65,1,0,1,124,28.0,,9,0,4,6,12,12135
12602,0,1,3,2,1,0,2,5085,0,54,0,0,1,135,29.0,,35,0,2,2,19,43108
12603,0,2,1,0,2,0,4,4080,0,55,1,0,1,209,31.0,,31,0,3,6,3,38128
12604,0,1,3,2,6,3,3,5592,0,51,0,0,1,130,25.0,2008.0,18,1,4,4,19,23070
12605,0,0,3,5,8,0,4,4244,1,52,0,0,1,155,34.0,2010.0,17,1,0,2,23,23086
12606,0,0,1,5,0,1,2,4863,0,69,0,0,1,112,39.0,,32,0,2,3,23,38143
12607,0,0,1,5,1,1,5,4439,1,67,0,0,1,78,42.0,,11,0,1,6,6,14112
12608,0,0,1,4,2,1,3,4981,0,30,0,0,0,194,28.0,,16,1,1,3,17,21144
12609,1,0,2,4,1,1,2,4527,0,65,1,0,1,102,30.0,,23,0,4,6,25,31066
12610,1,1,2,3,5,1,2,3627,1,62,0,0,0,115,30.0,2002.0,26,0,2,3,26,31119
12611,0,1,1,3,6,0,3,4622,1,25,0,0,1,92,32.0,1999.0,24,0,2,6,26,28143
12612,0,0,3,5,7,1,4,5144,0,62,0,0,1,152,45.0,,17,1,1,2,23,22080
12613,0,0,0,4,6,2,7,3501,0,35,1,0,0,94,38.0,,21,0,4,4,14,26102
12614,0,2,2,0,5,0,3,4667,0,62,0,0,1,129,23.0,,9,0,4,3,16,12094
12615,0,1,2,2,4,1,2,5748,0,60,0,0,1,192,21.0,2013.0,13,1,1,1,27,16136
12616,0,0,1,5,0,2,1,7231,1,31,0,0,1,236,25.0,,24,0,0,6,28,32086
12617,0,0,1,5,7,1,2,3851,0,68,0,0,1,264,24.0,,6,1,4,4,28,8122
12618,0,1,1,3,0,1,2,4340,0,42,0,0,0,74,22.0,,34,0,4,6,26,44095
12619,0,1,3,1,7,0,5,5879,1,67,0,0,0,215,33.0,,17,1,1,4,1,22064
12620,0,1,2,1,3,0,2,4630,0,50,0,0,1,107,30.0,,0,0,5,0,32,3108
12621,0,0,1,5,3,4,4,5904,1,24,0,0,1,180,35.0,2016.0,10,0,2,4,23,12063
12622,0,1,2,2,4,0,3,3939,0,34,0,0,0,74,26.0,2001.0,32,1,1,4,19,44086
12623,0,0,1,4,0,0,4,4782,0,51,1,0,1,151,38.0,,20,0,4,3,24,25115
12624,0,0,3,5,4,2,4,3622,0,43,0,0,1,143,26.0,,5,0,0,4,29,7130
12625,0,1,1,1,1,4,4,3988,1,61,0,0,1,198,36.0,,13,0,1,4,1,17072
12626,0,0,1,5,5,4,2,4386,0,59,0,0,1,187,19.0,1998.0,16,0,4,5,28,22061
12627,0,1,1,2,4,0,4,5042,1,68,0,0,0,74,20.0,1998.0,31,0,0,4,27,41089
12628,0,1,2,1,0,1,2,6255,0,20,0,0,1,204,38.0,,14,0,2,6,12,17119
12629,0,1,2,1,0,0,3,5125,0,58,0,0,1,266,21.0,,9,0,1,1,32,11083
12630,0,1,3,2,7,1,2,4921,1,44,0,0,0,102,17.0,2012.0,11,0,2,5,19,13092
12631,0,1,2,1,5,1,2,7704,0,24,0,0,0,77,27.0,2002.0,27,0,2,5,32,32143
12632,0,1,3,2,7,3,5,4528,0,66,0,0,1,218,24.0,1999.0,27,1,3,6,19,32146
12633,0,0,1,4,5,4,2,5507,1,16,0,1,1,100,,,26,1,0,6,24,34114
12634,0,0,1,5,3,0,2,4794,0,50,0,0,1,86,39.0,2010.0,18,0,2,5,6,23099
12635,0,2,2,5,5,1,2,5031,1,38,0,0,0,73,,2012.0,21,1,1,6,2,29078
12636,0,1,3,1,0,0,3,3210,1,25,0,0,0,107,32.0,,23,0,4,2,18,31116
12637,0,0,3,5,6,0,2,5353,0,31,0,0,1,233,28.0,1999.0,25,0,4,5,6,32130
12638,0,2,1,0,8,5,4,5370,0,53,0,0,1,231,27.0,,12,0,4,4,21,15067
12639,0,2,1,0,0,0,2,6527,0,26,0,1,1,151,25.0,,33,0,2,5,30,40095
12640,0,0,3,5,8,0,6,8188,1,67,0,0,1,270,26.0,1997.0,25,1,1,5,23,33061
12641,0,1,2,3,7,1,2,3478,1,32,0,0,0,133,,2019.0,5,0,4,1,26,7124
12642,1,0,2,5,4,3,2,6697,0,40,0,0,1,98,25.0,,13,0,4,2,29,17137
12643,0,1,2,3,3,0,2,4088,0,48,0,0,1,147,21.0,2000.0,32,1,1,3,26,45087
12644,0,2,1,0,3,0,4,4890,1,60,0,0,0,241,18.0,2013.0,21,0,2,4,16,26069
12645,0,0,2,4,8,1,2,4460,0,52,0,0,1,124,40.0,2005.0,26,0,2,3,25,31149
12646,0,0,3,4,3,0,4,4501,1,58,0,0,0,254,25.0,1997.0,33,1,1,6,14,44087
12647,0,0,3,4,7,4,4,3776,1,44,0,0,0,153,27.0,,26,1,2,2,5,31125
12648,1,0,1,5,6,0,2,5486,0,30,0,0,1,90,20.0,2010.0,19,1,1,5,6,24109
12649,0,0,1,5,6,0,3,4658,1,36,0,0,0,188,19.0,2020.0,9,0,4,1,23,12101
12650,0,2,1,0,5,4,2,5438,1,19,0,1,1,202,39.0,,15,0,3,3,31,17117
12651,0,1,2,3,1,3,2,5564,1,66,0,0,1,62,28.0,,18,1,1,2,20,23081
12652,1,0,3,5,4,0,6,4985,0,38,1,0,1,88,25.0,2008.0,23,1,2,2,6,30149
12653,0,1,1,2,1,0,2,5407,1,55,0,0,0,116,16.0,,25,0,2,6,27,28068
12654,0,2,2,0,1,0,2,5086,0,28,0,0,1,239,23.0,,18,0,3,2,21,21074
12655,0,0,1,4,7,0,4,4760,1,41,0,0,1,260,26.0,2022.0,0,0,5,0,24,7078
12656,0,2,2,5,1,1,6,2786,0,50,1,0,1,73,27.0,,12,0,3,6,9,14083
